DosageForm,Dosage,Drugname,TotalApprovals
"TABLET, EXTENDED RELEASE;ORAL","EQ 180MG HCL;5MG",TECZEM,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 1MG BASE","ENVARSUS XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 1MG BASE",INTUNIV,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 1MG BASE",ORENITRAM,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 2.5MG BASE",ORENITRAM,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG BASE","NUCYNTA ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG BASE","SEROQUEL XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG BASE;120MG","NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG BASE;8.33MG;50MG;33.33MG","VIEKIRA XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG TARTRATE",TOPROL-XL,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 220MG BASE;120MG","NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 225MG BASE","VENLAFAXINE HYDROCHLORIDE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 240MG HCL",TIAMATE,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 250MG BASE","NUCYNTA ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 250MG VALPROIC ACID","DEPAKOTE ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 25MG BASE","DESVENLAFAXINE SUCCINATE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 25MG BASE","PAXIL CR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 25MG BASE",PRISTIQ,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 25MG TARTRATE",TOPROL-XL,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 2MG BASE",INTUNIV,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 2MG BASE","REQUIP XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 300MG BASE","SEROQUEL XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 37.5MG BASE","PAXIL CR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 375MG BASE","CECLOR CD",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 375MG BASE",CEFACLOR,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 375MG BASE",NAPRELAN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 375MG BASE","NAPROXEN SODIUM",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 3MG BASE",INTUNIV,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 3MG BASE","REQUIP XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 3MG BASE","ROPINIROLE HYDROCHLORIDE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 400MG BASE","SEROQUEL XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 45MG BASE",SOLODYN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE","ALBUTEROL SULFATE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE","CARDURA XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE","ENVARSUS XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE",INTUNIV,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE",PROVENTIL,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE","REQUIP XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE",VOLMAX,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 4MG BASE","VOSPIRE ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG BASE","CECLOR CD",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG BASE",NAPRELAN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG BASE","NAPROXEN SODIUM",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG BASE","PROQUIN XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 500MG VALPROIC ACID","DEPAKOTE ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 50MG BASE","NUCYNTA ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 50MG BASE",PRISTIQ,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 50MG BASE","SEROQUEL XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 50MG TARTRATE",TOPROL-XL,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 55MG BASE",SOLODYN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 5MG BASE;1GM","XIGDUO XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 5MG BASE;500MG","XIGDUO XR",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 65MG BASE",SOLODYN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 6MG BASE","REQUIP XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 7.5MG BASE",ENABLEX,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 750MG BASE",NAPRELAN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 750MG BASE","NAPROXEN SODIUM",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 80MG BASE","LESCOL XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 80MG BASE",SOLODYN,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 8MG BASE","ALBUTEROL SULFATE",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 8MG BASE","CARDURA XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 8MG BASE","REQUIP XL",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 8MG BASE",VOLMAX,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 8MG BASE","VOSPIRE ER",1
"TABLET, EXTENDED RELEASE;ORAL","EQ 90MG BASE",SOLODYN,1
"TABLET, FOR SUSPENSION;ORAL",100MG,DIDANOSINE,1
"TABLET, FOR SUSPENSION;ORAL",10MG;100MG,CARBILEV,1
"TABLET, FOR SUSPENSION;ORAL",125MG,DEFERASIROX,1
"TABLET, FOR SUSPENSION;ORAL",125MG,EXJADE,1
"TABLET, FOR SUSPENSION;ORAL",150MG,DIDANOSINE,1
"TABLET, FOR SUSPENSION;ORAL",1GM,SPRITAM,1
"TABLET, FOR SUSPENSION;ORAL",200MG,AMOXICILLIN,1
"TABLET, FOR SUSPENSION;ORAL",200MG,DIDANOSINE,1
"TABLET, FOR SUSPENSION;ORAL",200MG,DISPERMOX,1
"TABLET, FOR SUSPENSION;ORAL",250MG,DEFERASIROX,1
"TABLET, FOR SUSPENSION;ORAL",250MG,EXJADE,1
"TABLET, FOR SUSPENSION;ORAL",250MG,SPRITAM,1
"TABLET, FOR SUSPENSION;ORAL",25MG;100MG,CARBILEV,1
"TABLET, FOR SUSPENSION;ORAL",25MG;250MG,CARBILEV,1
"TABLET, FOR SUSPENSION;ORAL",2MG,"AFINITOR DISPERZ",1
"TABLET, FOR SUSPENSION;ORAL",3MG,"AFINITOR DISPERZ",1
"TABLET, FOR SUSPENSION;ORAL",400MG,AMOXICILLIN,1
"TABLET, FOR SUSPENSION;ORAL",400MG,DISPERMOX,1
"TABLET, FOR SUSPENSION;ORAL",40MG,METHADOSE,1
"TABLET, FOR SUSPENSION;ORAL",500MG,DEFERASIROX,1
"TABLET, FOR SUSPENSION;ORAL",500MG,EXJADE,1
"TABLET, FOR SUSPENSION;ORAL",500MG,SPRITAM,1
"TABLET, FOR SUSPENSION;ORAL",5MG,"AFINITOR DISPERZ",1
"TABLET, FOR SUSPENSION;ORAL",600MG,DISPERMOX,1
"TABLET, FOR SUSPENSION;ORAL",750MG,SPRITAM,1
"TABLET, FOR SUSPENSION;ORAL","EQ 125MG BASE","PANIXINE DISPERDOSE",1
"TABLET, FOR SUSPENSION;ORAL","EQ 250MG BASE","PANIXINE DISPERDOSE",1
"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",15MG,LANSOPRAZOLE,1
"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",30MG,"DEXILANT SOLUTAB",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 12.5MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 15.7MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 18.8MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 3.1MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 6.3MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","EQ 9.4MG BASE","ADZENYS XR-ODT",1
"TABLET, ORALLY DISINTEGRATING; ORAL",1MG,RISPERIDONE,1
"TABLET, ORALLY DISINTEGRATING;ORAL","0.125MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","KLONOPIN RAPIDLY DISINTEGRATING",1
"TABLET, ORALLY DISINTEGRATING;ORAL","0.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","KLONOPIN RAPIDLY DISINTEGRATING",1
"TABLET, ORALLY DISINTEGRATING;ORAL","0.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",NIRAVAM,1
"TABLET, ORALLY DISINTEGRATING;ORAL",0.5MG,RISPERDAL,1
"TABLET, ORALLY DISINTEGRATING;ORAL","0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","KLONOPIN RAPIDLY DISINTEGRATING",1
"TABLET, ORALLY DISINTEGRATING;ORAL","0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",NIRAVAM,1
"TABLET, ORALLY DISINTEGRATING;ORAL",1.25MG,ZELAPAR,1
"TABLET, ORALLY DISINTEGRATING;ORAL",100MG,"FAZACLO ODT",1
"TABLET, ORALLY DISINTEGRATING;ORAL",100MG,"LAMICTAL ODT",1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,ABILIFY,1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,ALAVERT,1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,"ARICEPT ODT",1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,ARIPIPRAZOLE,1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,"CETIRIZINE HYDROCHLORIDE ALLERGY",1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,"CLARITIN HIVES RELIEF REDITAB",1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,"CLARITIN REDITABS",1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,KEMSTRO,1
"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,"LORATADINE REDIDOSE",1
INJECTABLE;INJECTION,"10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",FUROSEMIDE,1
INJECTABLE;INJECTION,"10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","TENSILON PRESERVATIVE FREE",1
INJECTABLE;INJECTION,"10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",TRACRIUM,1
INJECTABLE;INJECTION,"10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","TRACRIUM PRESERVATIVE FREE",1
INJECTABLE;INJECTION,"10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML",M.V.I.-12,1
INJECTABLE;INJECTION,"10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML","MVC PLUS",1
INJECTABLE;INJECTION,10MG/VIAL,ARDUAN,1
INJECTABLE;INJECTION,10MG/VIAL,CISPLATIN,1
INJECTABLE;INJECTION,10MG/VIAL,IC-GREEN,1
INJECTABLE;INJECTION,10MG/VIAL,IDAMYCIN,1
INJECTABLE;INJECTION,10MG/VIAL,"IDARUBICIN HYDROCHLORIDE",1
INJECTABLE;INJECTION,10MG/VIAL,MUSTARGEN,1
INJECTABLE;INJECTION,10MG/VIAL,NIPENT,1
INJECTABLE;INJECTION,10MG/VIAL,NUTROPIN,1
INJECTABLE;INJECTION,10MG/VIAL,PLATINOL,1
INJECTABLE;INJECTION,10MG/VIAL,PROTROPIN,1
INJECTABLE;INJECTION,10MG/VIAL,RUBEX,1
INJECTABLE;INJECTION,10MG/VIAL,VELBAN,1
INJECTABLE;INJECTION,10MG/VIAL,ZOMACTON,1
INJECTABLE;INJECTION,"10MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",NORCURON,1
INJECTABLE;INJECTION,10ML/100ML;5GM/100ML,"ALCOHOL 10% AND DEXTROSE 5%",1
INJECTABLE;INJECTION,10uCi/ML,"RADIOIODINATED SERUM ALBUMIN (HUMAN) IHSA I 125",1
INJECTABLE;INJECTION,"10USP UNITS/ML",SYNTOCINON,1
INJECTABLE;INJECTION,"10USP UNITS/ML (10USP UNITS/ML)",PITOCIN,1
INJECTABLE;INJECTION,11.25MG/VIAL,"LUPRON DEPOT",1
INJECTABLE;INJECTION,11.25MG/VIAL,"LUPRON DEPOT-PED",1
INJECTABLE;INJECTION,11.3MG,MYALEPT,1
INJECTABLE;INJECTION,"11.4% (11.4GM/100ML)","NOVAMINE 11.4%",1
INJECTABLE;INJECTION,110MG/100ML;900MG/100ML,"POTASSIUM CHLORIDE 0.11% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"12.5MG/0.625ML (20MG/ML)",ANZEMET,1
INJECTABLE;INJECTION,12.5MG/ML,TOFRANIL,1
INJECTABLE;INJECTION,"1200MG/120ML (10MG/ML)",CIPRO,1
INJECTABLE;INJECTION,"1200MG/120ML (10MG/ML)",CIPROFLOXACIN,1
INJECTABLE;INJECTION,1200MG/20ML,TECENTRIQ,1
INJECTABLE;INJECTION,"120MG/6ML (20MG/ML)",DOCETAXEL,1
INJECTABLE;INJECTION,125MG/ML,"HYDROXYPROGESTERONE CAPROATE",1
INJECTABLE;INJECTION,125MICROGRAMS/0.5ML,PLEGRIDY,1
INJECTABLE;INJECTION,"12MG/1.2ML (10MG/ML)",LEMTRADA,1
INJECTABLE;INJECTION,12MG/VIAL,HUMATROPE,1
INJECTABLE;INJECTION,13.5GM/VIAL,AMIPAQUE,1
INJECTABLE;INJECTION,13.5MG/VIAL,"NUTROPIN DEPOT",1
INJECTABLE;INJECTION,13.8MG/VIAL,GENOTROPIN,1
INJECTABLE;INJECTION,"130MG/13ML (10MG/ML)",DOCETAXEL,1
INJECTABLE;INJECTION,130MG/26ML,STELARA,1
INJECTABLE;INJECTION,"14.35GM/50ML (287MG/ML)",OMNISCAN,1
INJECTABLE;INJECTION,"140MG/7ML (20MG/ML)",DOCETAXEL,1
INJECTABLE;INJECTION,140MG/ML,REPATHA,1
INJECTABLE;INJECTION,140uCi/ML,"RADIONUCLIDE-LABELED (125 I) FIBRINOGEN (HUMAN) SENSOR",1
INJECTABLE;INJECTION,142MG/ML;276MG/ML,"SODIUM PHOSPHATES IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,149MG/100ML;450MG/100ML,"POTASSIUM CHLORIDE 0.149% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,149MG/100ML;900MG/100ML,"POTASSIUM CHLORIDE 20MEQ IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"15,000 UNITS/ML","HEPARIN SODIUM",1
INJECTABLE;INJECTION,"15% (15GM/100ML)","AMINOSYN II 15% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"15% (15GM/100ML)","CLINISOL 15% SULFITE FREE IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"15% (75GM/500ML)","NOVAMINE 15%",1
INJECTABLE;INJECTION,15%(150GM/1000ML),"AMINO ACIDS",1
INJECTABLE;INJECTION,15%(300GM/2000ML),"AMINO ACIDS",1
INJECTABLE;INJECTION,"150 IU/AMP",PERGONAL,1
INJECTABLE;INJECTION,"150 IU/VIAL",HUMEGON,1
INJECTABLE;INJECTION,"150 IU/VIAL",MENOTROPINS,1
INJECTABLE;INJECTION,"150 IU/VIAL",REPRONEX,1
INJECTABLE;INJECTION,"150 UNITS/ML",AMPHADASE,1
INJECTABLE;INJECTION,"150 UNITS/ML",HYDASE,1
INJECTABLE;INJECTION,"150 UNITS/ML","HYLENEX RECOMBINANT",1
INJECTABLE;INJECTION,"150 UNITS/ML **Federal Register determination that product  was not discontinued or withdrawn for safety or efficacy reasons**",WYDASE,1
INJECTABLE;INJECTION,"150 UNITS/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",WYDASE,1
INJECTABLE;INJECTION,"150,000 UNITS/ML;150,000 UNITS/ML","BICILLIN C-R",1
INJECTABLE;INJECTION,150MG,PRALUENT,1
INJECTABLE;INJECTION,"150MG/100ML (1.5MG/ML)",NEXTERONE,1
INJECTABLE;INJECTION,150MG/100ML;450MG/100ML,"POTASSIUM CHLORIDE 0.15% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,150MG/100ML;900MG/100ML,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,150MG/75ML,"DOXORUBICIN HYDROCHLORIDE",1
INJECTABLE;INJECTION,150MG/ML,COSENTYX,1
INJECTABLE;INJECTION,150MG/ML,DEPO-PROVERA,1
INJECTABLE;INJECTION,150MG/ML,ZINBRYTA,1
INJECTABLE;INJECTION,150MG/VIAL,"DOXORUBICIN HYDROCHLORIDE",1
INJECTABLE;INJECTION,150MG/VIAL,PARAPLATIN,1
INJECTABLE;INJECTION,15GM/100ML,"MANNITOL 15% W/ DEXTROSE 5% IN SODIUM CHLORIDE 0.45%",1
INJECTABLE;INJECTION,15GM/100ML,"OSMITROL 15% IN WATER",1
INJECTABLE;INJECTION,15GM/100ML,"OSMITROL 15% IN WATER IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,15MG/1.5ML,NORDITROPIN,1
INJECTABLE;INJECTION,15MG/1.5ML,"NORDITROPIN FLEXPRO",1
INJECTABLE;INJECTION,15MG/1.5ML,"NORDITROPIN NORDIFLEX",1
INJECTABLE;INJECTION,15MG/ML,HYPERSTAT,1
INJECTABLE;INJECTION,15MG/ML,"RITODRINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,15MG/ML,TORADOL,1
INJECTABLE;INJECTION,"15MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","KETOROLAC TROMETHAMINE",1
INJECTABLE;INJECTION,15MG/VIAL,"LUPRON DEPOT-PED",1
INJECTABLE;INJECTION,15MG/VIAL,VISUDYNE,1
INJECTABLE;INJECTION,"15MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",THIOPLEX,1
INJECTABLE;INJECTION,"15MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",THIOTEPA,1
INJECTABLE;INJECTION,"16.545GM/50ML (330.9MG/ML)",OPTIMARK,1
INJECTABLE;INJECTION,16.5MG/ML;25.4MG/ML;74.6MG/ML;121MG/ML;16.1MG/ML,"TPN ELECTROLYTES IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"16%(160GM/1000ML);4%  (40GM/1000ML)","CLINOLIPID 20%",1
INJECTABLE;INJECTION,160MG/100ML,"DOPAMINE HYDROCHLORIDE",1
INJECTABLE;INJECTION,160MG/100ML,"DOPAMINE HYDROCHLORIDE AND DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,160MG/100ML,"THEOPHYLLINE AND DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,160MG/100ML,"THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"160MG/8ML (20MG/ML)",DOCETAXEL,1
INJECTABLE;INJECTION,"160MG/8ML (20MG/ML)",TAXOTERE,1
INJECTABLE;INJECTION,160MG/ML,INTROPIN,1
INJECTABLE;INJECTION,"1654.5MG/5ML (330.9MG/ML)",OPTIMARK,1
INJECTABLE;INJECTION,175MG,LEVOLEUCOVORIN,1
INJECTABLE;INJECTION,"18MG/2ML (9MG/ML)","SODIUM CHLORIDE 0.9%",1
INJECTABLE;INJECTION,18MG/VIAL,"NUTROPIN DEPOT",1
INJECTABLE;INJECTION,1G(BASE)/4ML(250MG/ML),"AMIKACIN SULFATE",1
INJECTABLE;INJECTION,1GM/100ML,"BREVIBLOC IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,1GM/20ML(50MG/ML),IFOSFAMIDE,1
INJECTABLE;INJECTION,1GM/VIAL,ANECTINE,1
INJECTABLE;INJECTION,1GM/VIAL,AZACTAM,1
INJECTABLE;INJECTION,1GM/VIAL,CEPTAZ,1
INJECTABLE;INJECTION,1GM/VIAL,CYTARABINE,1
INJECTABLE;INJECTION,1GM/VIAL,CYTOSAR-U,1
INJECTABLE;INJECTION,1GM/VIAL,"CYTOXAN (LYOPHILIZED)",1
INJECTABLE;INJECTION,1GM/VIAL,FORTAZ,1
INJECTABLE;INJECTION,1GM/VIAL,IFEX,1
INJECTABLE;INJECTION,1GM/VIAL,IFOSFAMIDE,1
INJECTABLE;INJECTION,1GM/VIAL,MERREM,1
INJECTABLE;INJECTION,1GM/VIAL,PRECEF,1
INJECTABLE;INJECTION,1GM/VIAL,"PROTOPAM CHLORIDE",1
INJECTABLE;INJECTION,1GM/VIAL,TAZIDIME,1
INJECTABLE;INJECTION,1GM/VIAL,"TAZIDIME IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,1GM/VIAL,ZANOSAR,1
INJECTABLE;INJECTION,"1GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",CYTARABINE,1
INJECTABLE;INJECTION,1GM/VIAL;100MG/ML,"IFEX/MESNEX KIT",1
INJECTABLE;INJECTION,1mCi/ML,"GALLIUM CITRATE GA 67",1
INJECTABLE;INJECTION,1mCi/ML,"INDIUM IN 111 OXYQUINOLINE",1
INJECTABLE;INJECTION,1mCi/ML,METASTRON,1
INJECTABLE;INJECTION,1mCi/ML,SPECTAMINE,1
INJECTABLE;INJECTION,1mCi/ML,"STRONTIUM CHLORIDE SR-89",1
INJECTABLE;INJECTION,1mCi/VIAL,MEGATOPE,1
INJECTABLE;INJECTION,1mCi/VIAL,ROBENGATOPE,1
INJECTABLE;INJECTION,1MEQ/ML,"SODIUM BICARBONATE",1
INJECTABLE;INJECTION,1MG/0.2ML,LUPRON,1
INJECTABLE;INJECTION,1MG/0.5ML,AQUAMEPHYTON,1
INJECTABLE;INJECTION,1MG/0.5ML,LORAZEPAM,1
INJECTABLE;INJECTION,1MG/0.5ML,PHYTONADIONE,1
INJECTABLE;INJECTION,1MG/0.5ML,"VITAMIN K1",1
INJECTABLE;INJECTION,"1MG/10ML (0.1MG/ML)",DURACLON,1
INJECTABLE;INJECTION,"1MG/10ML (0.1MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",ROMAZICON,1
INJECTABLE;INJECTION,1MG/ML,BRETHINE,1
INJECTABLE;INJECTION,1MG/ML,BRICANYL,1
INJECTABLE;INJECTION,1MG/ML,COGENTIN,1
INJECTABLE;INJECTION,1MG/ML,"D.H.E. 45",1
INJECTABLE;INJECTION,1MG/ML,DEPO-ESTRADIOL,1
INJECTABLE;INJECTION,1MG/ML,DILAUDID,1
INJECTABLE;INJECTION,1MG/ML,"DURAMORPH PF",1
INJECTABLE;INJECTION,1MG/ML,"HYDROMORPHONE HYDROCHLORIDE",1
INJECTABLE;INJECTION,1MG/ML,"IDAMYCIN PFS",1
INJECTABLE;INJECTION,1MG/ML,"IDARUBICIN HYDROCHLORIDE PFS",1
INJECTABLE;INJECTION,1MG/ML,LOPRESSOR,1
INJECTABLE;INJECTION,1MG/ML,ONCOVIN,1
INJECTABLE;INJECTION,1MG/ML,OPANA,1
INJECTABLE;INJECTION,1MG/ML,PAVULON,1
INJECTABLE;INJECTION,1MG/ML,RUBIVITE,1
INJECTABLE;INJECTION,1MG/ML,"RUBRAMIN PC",1
INJECTABLE;INJECTION,1MG/ML,"STADOL PRESERVATIVE FREE",1
INJECTABLE;INJECTION,1MG/ML,SYNCURINE,1
INJECTABLE;INJECTION,1MG/ML,TRISENOX,1
INJECTABLE;INJECTION,1MG/ML,VI-TWEL,1
INJECTABLE;INJECTION,1MG/ML,VIBISONE,1
INJECTABLE;INJECTION,1MG/ML,"VINBLASTINE SULFATE",1
INJECTABLE;INJECTION,1MG/ML,"VINCASAR PFS",1
INJECTABLE;INJECTION,"1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",LEUSTATIN,1
INJECTABLE;INJECTION,"1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",NARCAN,1
INJECTABLE;INJECTION,1MG/VIAL,"GENOTROPIN PRESERVATIVE FREE",1
INJECTABLE;INJECTION,1MG/VIAL,GLUCAGON,1
INJECTABLE;INJECTION,1MG/VIAL,ONCOVIN,1
INJECTABLE;INJECTION,"2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;0.03MG/ML","INFUVITE ADULT",1
INJECTABLE;INJECTION,"2 IU/VIAL","ASELLACRIN 2",1
INJECTABLE;INJECTION,"2,000 UNITS/100ML","HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,"2,000 UNITS/VIAL","CHORIONIC GONADOTROPIN",1
INJECTABLE;INJECTION,2.3mCi/ML,"IOBENGUANE SULFATE I 131",1
INJECTABLE;INJECTION,2.4GM/100ML,"FOSCARNET SODIUM",1
INJECTABLE;INJECTION,2.4GM/100ML,FOSCAVIR,1
INJECTABLE;INJECTION,2.4MEQ/ML,"POTASSIUM CHLORIDE",1
INJECTABLE;INJECTION,2.5G/50ML,PRAXBIND,1
INJECTABLE;INJECTION,2.5GM/100ML;110MG/100ML,"DEXTROSE 2.5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.5GM/100ML;200MG/100ML,"DEXTROSE 2.5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.5GM/100ML;330MG/100ML,"DEXTROSE 2.5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER",1
INJECTABLE;INJECTION,2.5GM/VIAL,AMIPAQUE,1
INJECTABLE;INJECTION,2.5GM/VIAL,"BREVITAL SODIUM",1
INJECTABLE;INJECTION,"2.5GM/VIAL (5GM/KIT)",CYANOKIT,1
