DosageForm,Dosage,ProductCount
"FOR SUSPENSION;ORAL","EQ 90MG BASE/5ML",1
"FOR SUSPENSION;ORAL","EQ 180MG BASE/5ML",1
"FOR SUSPENSION;ORAL","EQ 1GM BASE/PACKET",1
"TREATMENT; MAC",0,1
"FOR SUSPENSION;ORAL",187MG/5ML,1
OINTMENT;NASAL,"EQ 2% BASE",1
"INJECTABLE, LIPOSOMAL;INJECTION","EQ 2MG BASE/ML",1
TABLET;ORAL,50MG;300MG;120MG,1
"FOR SUSPENSION;ORAL","EQ 3GM BASE/PACKET",1
"TABLET, CHEWABLE, TABLET, CAPSULE;ORAL","262.4MG,N/A,N/A;N/A,250MG,N/A;N/A,N/A,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"INJECTABLE, LIPID COMPLEX;INJECTION",5MG/ML,1
"INJECTABLE, LIPID COMPLEX;INJECTION",50MG/VIAL,1
"INJECTABLE, LIPID COMPLEX;INJECTION",100MG/VIAL,1
"INJECTABLE, LIPOSOMAL;INJECTION",50MG/VIAL,1
"INJECTABLE;IV (INFUSION)",350MG/VIAL;150MG/VIAL,1
"INJECTABLE;IV (INFUSION)",420MG/VIAL;180MG/VIAL,1
INJECTABLE;INJECTION,"EQ 40MG BASE/ML;EQ 5MG BASE/ML",1
INJECTABLE;INJECTION,"EQ 60MG BASE/ML;EQ 7.5MG BASE/ML",1
INJECTABLE;INJECTION,"EQ 4GM BASE/100ML;EQ 500MG BASE/100ML",1
"SYSTEM, EXTENDED RELEASE;PERIODONTAL",50MG,1
"FOR SUSPENSION, TABLET;ORAL","EQ 1GM BASE,N/A;N/A,EQ 100MG BASE",1
"TABLET, EXTENDED RELEASE;ORAL","500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"POWDER, EXTENDED RELEASE;DENTAL","EQ 1MG BASE",1
TABLET;ORAL,"EQ 20MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,140MG;125MG;125MG,1
"TABLET, DELAYED RELEASE;ORAL","EQ 60MG BASE",1
"TABLET, DELAYED RELEASE;ORAL","EQ 120MG BASE",1
"FOR SUSPENSION, EXTENDED RELEASE;ORAL","EQ 2GM BASE/BOT",1
SUSPENSION/DROPS;OPHTHALMIC,0.5%;0.3%,1
INJECTABLE;INJECTION,"EQ 2.5GM BASE/VIAL",1
"TABLET, EXTENDED RELEASE;ORAL",775MG,1
"FOR SOLUTION;INHALATION",75MG/VIAL,1
INJECTABLE;INJECTION,"EQ 1GM BASE/50ML (EQ 20MG BASE/ML)",1
INJECTABLE;INJECTION,"EQ 2GM BASE/100ML (EQ 20MG BASE/ML)",1
SUSPENSION/DROPS;OPHTHALMIC,0.05%;0.3%,1
GEL;TOPICAL,"3.75%;EQ 1.2% BASE",1
"CAPSULE, TABLET, CAPSULE, DELAYED RELEASE;ORAL","500MG,N/A,N/A;N/A,500MG,N/A;N/A,N/A,20MG",1
"FOR SUSPENSION;ORAL",125MG/0.6ML,1
TABLET;ORAL,"50,000 UNITS",1
TABLET;ORAL,"100,000 UNITS",1
INJECTABLE;INJECTION,"300,000 UNITS/VIAL",1
INJECTABLE;INJECTION,"1,500,000 UNITS/VIAL",1
INJECTABLE;INJECTION,"EQ 1GM BASE/2.5ML",1
INJECTABLE;INJECTION,"200,000 UNITS/VIAL",1
INJECTABLE;INJECTION,"EQ 1GM BASE/2ML",1
CREAM;TOPICAL,"EQ 0.1% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,2%;50MG/ML,1
INJECTABLE;INJECTION,2%;125MG/ML,1
LOTION;TOPICAL,3%,1
OINTMENT;TOPICAL,"100,000 UNITS/GM **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CREAM;TOPICAL,"100,000 UNITS/GM **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
POWDER;TOPICAL,"100,000 UNITS/GM **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
OINTMENT;OPHTHALMIC,"0.5%;EQ 3.5MG BASE/GM",1
OINTMENT;OPHTHALMIC,"1.5%;EQ 3.5MG BASE/GM",1
CREAM;TOPICAL,"0.25%;EQ 3.5MG BASE/GM",1
SUSPENSION/DROPS;OPHTHALMIC,"0.5%;EQ 3.5MG BASE/ML",1
"FOR SUSPENSION;ORAL",100MG/ML,1
CAPSULE;ORAL,"EQ 140MG BASE",1
CAPSULE;ORAL,"EQ 280MG BASE",1
SYRUP;ORAL,"EQ 70MG BASE/5ML",1
OINTMENT;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/GM",1
INJECTABLE;INJECTION,"EQ 500MG BASE/ML",1
CREAM;TOPICAL,"0.025%;EQ 3.5MG BASE/GM",1
"SOLUTION; IRRIGATION","EQ 800MG BASE/20ML;4,000,000 UNITS/20ML (EQ 40MG BASE/ML;200,000 UNITS/ML)",1
OINTMENT;TOPICAL,"0.5%;EQ 3.5MG BASE/GM",1
OINTMENT;TOPICAL,"1%;EQ 3.5MG BASE/GM",1
OINTMENT;TOPICAL,"2.5%;EQ 3.5MG BASE/GM",1
OINTMENT;OPHTHALMIC,"400 UNITS/GM;EQ 3.5MG BASE;10,000 UNITS/GM",1
INJECTABLE;INJECTION,"600,000 UNITS/1.2ML",1
TABLET;VAGINAL,"EQ 100MG BASE;100,000 UNITS",1
OINTMENT;OPHTHALMIC,"EQ 5MG BASE/GM;10,000 UNITS/GM",1
SUSPENSION;OPHTHALMIC,"1.5%;EQ 5MG BASE/ML",1
SUSPENSION/DROPS;OPHTHALMIC,"EQ 3.5MG BASE/ML;0.25%",1
OINTMENT;OPHTHALMIC,"EQ 3.5MG BASE/GM;0.5%",1
OINTMENT;OPHTHALMIC,"EQ 3.5MG BASE/GM;0.25%",1
CREAM;TOPICAL,"2.5%;EQ 3.5MG BASE/GM",1
OINTMENT;OPHTHALMIC,1%;0.5%,1
CAPSULE;ORAL,"EQ 225MG AMPICIL",1
CAPSULE;ORAL,"EQ 450MG AMPICIL",1
"FOR SUSPENSION;ORAL","EQ 225MG AMPICIL/5ML",1
OINTMENT;VAGINAL,0.6MG/GM,1
TABLET;VAGINAL,3MG,1
SUSPENSION;ORAL,"EQ 200MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION;ORAL,"EQ 400MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"EQ 1MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"POWDER;FOR RX COMPOUNDING","500,000 UNITS/BOT",1
"FOR SOLUTION;ORAL","EQ 75MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
OINTMENT;OTIC,"EQ 5MG BASE/GM;10,000 UNITS/GM",1
SUSPENSION/DROPS;ORAL,"EQ 100MG BASE/ML",1
INJECTABLE;INJECTION,4GM/VIAL,1
INJECTABLE;INJECTION,"EQ 500,000 U BASE/VIAL",1
"FOR SUSPENSION;ORAL","EQ 125MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons*",1
OINTMENT;OPHTHALMIC,"400 UNITS/GM;EQ 3.5MG BASE/GM;5,000 UNITS/GM",1
SUSPENSION/DROPS;ORAL,"EQ 100MG BASE/2.5ML",1
SOLUTION;TOPICAL,"2% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
OINTMENT;OPHTHALMIC,"EQ 3MG BASE/GM",1
OINTMENT;TOPICAL,"400 UNITS/GM;40MG/GM;EQ 5MG BASE/GM;5,000 UNITS/GM",1
CREAM;TOPICAL,"EQ 1MG BASE/GM",1
"Injectable; Injection","EQ 75MG BASE/2ML",1
"Injectable; Injection","EQ 500MG BASE/2ML",1
"Injectable; Injection","EQ 1GM BASE/3ML",1
"Injectable; Injection","50,000 UNITS/VIAL",1
INJECTABLE;INJECTION,"EQ 250MG BASE/VIAL;250MG/VIAL",1
INJECTABLE;INJECTION,"EQ 500MG BASE/VIAL;500MG/VIAL",1
"Injectable; Injection","EQ 300MG BASE/ML",1
OINTMENT;TOPICAL,"400 UNITS/GM;EQ 3.5MG BASE/GM;5,000 UNITS/GM",1
OINTMENT;TOPICAL,"500 UNITS/GM;10,000 UNITS/GM",1
SOLUTION/DROPS;OPHTHALMIC,"EQ 3MG BASE/ML",1
"CAPSULE, COATED PELLETS;ORAL","EQ 100MG BASE",1
INJECTABLE;INJECTION,"EQ 62.5MG BASE/ML",1
"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","EQ 1.5GM BASE/VIAL",1
"Injectable; Injection",1.5G/20ML,1
"Injectable; Injection",1.5G/100ML,1
"TABLET, CHEWABLE;ORAL","EQ 187MG BASE",1
"TABLET, CHEWABLE;ORAL","EQ 375MG BASE",1
"TABLET, FOR SUSPENSION;ORAL","EQ 250MG BASE",1
"TABLET, FOR SUSPENSION;ORAL","EQ 125MG BASE",1
INJECTABLE;INJECTION,"EQ 300GM BASE/VIAL",1
"TABLET, FOR SUSPENSION;ORAL",600MG,1
"SUSPENSION; ORAL",0,1
INJECTABLE;INJECTION,"EQ 75GM BASE/VIAL",1
INJECTABLE;INJECTION,"EQ 225GM BASE/VIAL",1
"TABLET, CHEWABLE;ORAL",150MG,1
"TABLET; ORAL",10MG;2MG,1
"TABLET; ORAL",25MG;2MG,1
"TABLET; ORAL",25MG;4MG,1
"Injectable; Injection","EQ 10MG BASE/2ML",1
"Injectable; Injection",0.02MG/ML,1
"Injectable; Injection",0.4MG/ML,1
"CAPSULE; ORAL","EQ 75MG BASE",1
"CAPSULE; ORAL","EQ 100MG BASE",1
"Injectable; Injection",200MG/VIAL,1
"Injectable; Injection","EQ 1MG BASE/VIAL",1
"Injectable; Injection","EQ 10MG BASE/VIAL",1
INJECTABLE;INJECTION,0.75%;0.005MG/ML,1
"Injectable; Injection",1MG/VIAL,1
"Injectable; Injection",2MG/VIAL,1
"TABLET; ORAL","EQ 12.5MG BASE;5MG",1
"FOR SUSPENSION;ORAL",227.1GM/PACKET;2.82GM/PACKET;6.36GM/PACKET;5.53GM/PACKET;21.5GM/PACKET,1
"Injectable; Injection",80MG/ML;16MG/ML,1
CONCENTRATE;ORAL,80MG/ML,1
INJECTABLE;INJECTION,30MG/100ML,1
"TABLET; ORAL",10MG;4MG,1
"Solution; Inhalation, Oral",10%,1
"Solution; Inhalation, Oral",20%,1
SOLUTION;INHALATION,0.33%,1
CONCENTRATE;ORAL,"EQ 1MG BASE/ML",1
"Injectable; Injection",5MG/VIAL,1
"Injectable; Injection","EQ 10MG BASE/ML",1
"Injectable; Injection","EQ 100MG BASE/ML",1
"Injectable; Injection",1GM/VIAL,1
"CAPSULE; ORAL","EQ 1MG BASE",1
"CAPSULE; ORAL","EQ 2MG BASE",1
"TABLET, EXTENDED RELEASE;ORAL",120MG;5MG,1
TABLET;ORAL,"EQ 1GM RESIN",1
TABLET;ORAL,"EQ 800MG RESIN",1
"FOR SUSPENSION;ORAL",240GM/BOT;2.98GM/BOT;6.72GM/BOT;5.84GM/BOT;22.72GM/BOT,1
"GRANULE, DELAYED RELEASE;ORAL",4GM/PACKET,1
INJECTABLE;INJECTION,"EQ 360MG BASE/100ML",1
INJECTABLE;INJECTION,"EQ 480MG BASE/100ML",1
INJECTABLE;INJECTION,"EQ 180MG BASE/100ML",1
INJECTABLE;INJECTION,"EQ 240MG BASE/100ML",1
SOLUTION;ORAL,"EQ 1MG BASE/ML",1
INJECTABLE;INJECTION,"EQ 1.25GM BASE/100ML",1
"FOR SOLUTION;ORAL",10GM/PACKET,1
"FOR SOLUTION;ORAL",20GM/PACKET,1
"Solution; Oral",15MG/ML,1
"Tablet; Oral",20MEQ,1
SOLUTION;ORAL,"EQ 50MG BASE/5ML",1
"FILM, EXTENDED RELEASE; TRANSDERMAL",0.1MG/HR,1
SYRUP;ORAL,5MG/5ML;25MG/5ML,1
SOLUTION;ORAL,"EQ 15MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,"15MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, EXTENDED RELEASE; ORAL",90MG,1
TABLET;ORAL-21,"0.035MG,0.035MG,0.035MG;0.5MG,0.75MG,1MG",1
"SYRUP; ORAL",5MG/5ML,1
"Injectable; Injection","EQ 20MG /20ML (1MG/ML)",1
"Injectable; Injection","EQ 50MG /50ML (1MG/ML)",1
INJECTABLE;INJECTION,"30MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"Injectable; Injection",1G/10ML,1
"Tablet, Extended Release; Oral",10MEQ,1
"CAPSULE, DELAYED REL PELLETS; ORAL",10MG,1
"CAPSULE, DELAYED REL PELLETS; ORAL",20MG,1
INJECTABLE;INTRAVENOUS,"1GM/20ML;1GM/10ML (50MG/ML;100MG/ML)",1
INJECTABLE;INTRAVENOUS,"3GM/60ML;1GM/10ML (50MG/ML;100MG/ML)",1
"SOLUTION; OPHTHALMIC",0.005%,1
"FILM, EXTENDED RELEASE;TRANSDERMAL",37.5MCG/HR,1
"FILM, EXTENDED RELEASE;TRANSDERMAL",62.5MCG/HR,1
"FILM, EXTENDED RELEASE;TRANSDERMAL",87.5MCG/HR,1
TABLET;ORAL-21,"0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",1
"INJECTABLE; INJECTION",20MG/20ML,1
"Tablet; Oral",0.125MG/0.025MG,1
"Tablet; Oral",0.15MG/0.025MG,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 200MG BASE;120MG",1
"Capsule; Oral",40MG/30MG,1
"TABLET, EXTENDED RELEASE; ORAL",60/120MG,1
CAPSULE;ORAL,300MG;50MG;40MG;30MG,1
INJECTABLE;INJECTION,1GM/20ML(50MG/ML),1
INJECTABLE;INJECTION,3GM/60ML(50MG/ML),1
TABLET;ORAL-28,0.035MG;0.18MG;0.215MG;0.25MG,1
"TABLET, FOR SUSPENSION;ORAL",10MG;100MG,1
"TABLET, FOR SUSPENSION;ORAL",25MG;100MG,1
"TABLET, FOR SUSPENSION;ORAL",25MG;250MG,1
"TABLET, ORALLY DISINTEGRATING;ORAL","10MG;100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, ORALLY DISINTEGRATING;ORAL","25MG;100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, ORALLY DISINTEGRATING;ORAL","25MG;250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET; ORAL","EQ 250MG BASE",1
"SOLUTION; INHALATION","0.5MG; 0.017%",1
"TABLET; ORAL",0.025MG,1
"TABLET; ORAL",0.050MG,1
"TABLET; ORAL",0.075MG,1
"TABLET; ORAL",0.088MG,1
"TABLET; ORAL",0.1MG,1
"TABLET; ORAL",0.112MG,1
"TABLET; ORAL",0.125MG,1
"TABLET; ORAL",0.15MG,1
"TABLET; ORAL",0.175MG,1
"TABLET; ORAL",0.2MG,1
"TABLET; ORAL",1MG/0.035MG,1
"TABLET; ORAL",45MG,1
TABLET;ORAL,"1MG,1MG;N/A,0.09MG",1
"TABLET; ORAL","EQ 16MG",1
"TABLET; ORAL-28",0.125MG/0.025MG,1
"TABLET; ORAL-28",0.15MG/0.025MG,1
"INJECTABLE; INJECTION","40MG/2ML (20MG/ML)",1
"INJECTABLE; INJECTION","100MG/5ML (20MG/ML)",1
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 8MG MALEATE;EQ 10MG BITARTRATE",1
"CAPSULE, EXTENDED RELEASE;ORAL","EQ 4MG MALEATE;EQ 5MG BITARTRATE",1
"TABLET, FOR SUSPENSION;ORAL",100MG,1
"TABLET, FOR SUSPENSION;ORAL",150MG,1
"TABLET; ORAL",16MG,1
TABLET;ORAL,"500MG;EQ 2MG BASE",1
TABLET;ORAL,"500MG;EQ 4MG BASE",1
TABLET;ORAL,"1GM;EQ 2MG BASE",1
TABLET;ORAL,"1GM;EQ 4MG BASE",1
"TABLET; ORAL","4MG; 1G",1
"SOLUTION; ORAL",2MG/ML,1
"TABLET, EXTENDED RELEASE;ORAL","EQ 220MG BASE;120MG",1
"TABLET, ORALLY DISINTEGRATING;ORAL",16MG,1
"TABLET, ORALLY DISINTEGRATING;ORAL",24MG,1
"SOLUTION; ORAL",1MG/ML,1
"TABLET, ORALLY DISINTEGRATING; ORAL",1MG,1
"SOLUTION; ORAL",40MG/ML,1
"TABLET; ORAL","EQ 4MG BASE",1
"TABLET; ORAL","EQ 8MG BASE",1
"TABLET; ORAL","EQ 12MG BASE",1
"TABLET, DELAYED RELEASE; ORAL",75MG,1
"TABLET, CHEWABLE; ORAL",2MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",37.5MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",75MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",150MG,1
"CAPSULE; ORAL",30MG,1
"TABLET, EXTENDED RELEASE; ORAL","15 MG.",1
"SOLUTION; ORAL",20MG,1
INJECTABLE;INJECTION,149MG/100ML;450MG/100ML,1
"CAPSULE; ORAL","10MG; 40MG",1
INJECTABLE;INJECTION,4MG/5ML(0.8MG/ML),1
"INJECTABLE; INJECTION",5MG/ML(0.5%),1
"TABLET, ORALLY DISINTEGRATING; ORAL",15MG,1
"TABLET, ORALLY DISINTEGRATING; ORAL",20MG,1
"TABLET; ORALLY DISINTEGRATING",30MG,1
TABLET;ORAL,1MG;4MG,1
TABLET;ORAL,2MG;4MG,1
TABLET;ORAL,4MG;4MG,1
TABLET;ORAL,2MG;8MG,1
TABLET;ORAL,4MG;8MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",100MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",200MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",300MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",5MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",20MG,1
"INJECTABLE; INJECTION",4MG/2ML,1
"CREAM; TOPICAL, VAGINAL",2%,1
INJECTABLE;INJECTION,10-30mCi,1
"INJECTABLE; INJECTION",1MG,1
TABLET;ORAL,846MG;112MG,1
TABLET;ORAL,64.8MG,1
INJECTABLE;INJECTION,2.4MEQ/ML,1
INJECTABLE;INJECTION,3.2MEQ/ML,1
SOLUTION/DROPS;OPHTHALMIC,"0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION;ORAL,167MG/ML,1
TABLET;BUCCAL,10MG,1
LIQUID;ORAL,12.5MG/4ML,1
INJECTABLE;INJECTION,0.02MG/ML;1%,1
CAPSULE;ORAL,"30MG PROMPT",1
PELLET;IMPLANTATION,75MG,1
POWDER;ORAL,4GM/PACKET,1
CAPSULE;ORAL,"25,000USP UNITS",1
PASTE;TOPICAL,0.5%,1
LOTION;TOPICAL,0.5%;1%,1
ELIXIR;ORAL,18.2MG/5ML,1
AEROSOL;TOPICAL,"0.01% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
INJECTABLE;INJECTION,1.5MEQ/ML,1
CAPSULE;ORAL,"EQ 25,000 UNITS BASE",1
INJECTABLE;INJECTION,5ML/100ML,1
SUPPOSITORY;VAGINAL,0.4%,1
SUPPOSITORY;VAGINAL,0.7MG,1
CAPSULE;ORAL,"1.25MG;1.25MG;1.25MG;1.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"2.5MG;2.5MG;2.5MG;2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"3.75MG;3.75MG;3.75MG;3.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
CAPSULE;ORAL,"5MG;5MG;5MG;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,325MG;32MG,1
CREAM;TOPICAL,0.5%;1%,1
POWDER;TOPICAL,0.2%,1
SOLUTION/DROPS;OPHTHALMIC,"EQ 0.5% PHOSPHATE",1
TABLET;ORAL,97.2MG,1
TABLET;ORAL,48.6MG,1
ELIXIR;ORAL,"5MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION/DROPS;OPHTHALMIC,0.2%;1%,1
INJECTABLE;INJECTION,"EQ 8MG BASE/ML",1
CAPSULE;ORAL,325MG;15MG,1
CAPSULE;ORAL,325MG;60MG,1
EMULSION;TOPICAL,50%,1
CREAM;VAGINAL,1.5MG/GM,1
SOLUTION/DROPS;OTIC,"EQ 0.1% PHOSPHATE",1
TAMPON;VAGINAL,5MG,1
TABLET;ORAL,"325MG;7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"325MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"325MG;30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,"325MG;60MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"CAPSULE, EXTENDED RELEASE;ORAL",65MG,1
"SOLUTION, ELIXIR;ORAL",80MG/15ML,1
TABLET;ORAL,"325MG;45MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;ORAL,325MG;15MG,1
CREAM;TOPICAL,1%;1%,1
CAPSULE;ORAL,500MG;4.5MG;0.38MG,1
SUPPOSITORY;RECTAL,250MG,1
INJECTABLE;INJECTION,"EQ 24MG PHOSPHATE/ML",1
INJECTABLE;INJECTION,40MEQ/100ML,1
CONCENTRATE;ORAL,40MG/ML,1
AEROSOL;TOPICAL,0.5%,1
INJECTABLE;INJECTION,4MG/ML;90MG/ML,1
ELIXIR;ORAL,33.3MG/5ML,1
TABLET;ORAL,266MG,1
LOTION;TOPICAL,2.5%;1%,1
LOTION;TOPICAL,1%;1%,1
TABLET;SUBLINGUAL,"5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
TABLET;SUBLINGUAL,"2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"TABLET, CHEWABLE;ORAL",3MG,1
CAPSULE;ORAL,0.025MG;2.5MG,1
ELIXIR;ORAL,112.5MG/15ML,1
SOLUTION;NASAL,0.1%,1
SOLUTION;NASAL,0.05%,1
SPRAY;NASAL,0.1%,1
SOLUTION;INHALATION,0.077%,1
SOLUTION;INHALATION,0.143%,1
"TABLET, EXTENDED RELEASE;ORAL",225MG,1
CONCENTRATE;ORAL,25MG/ML,1
TABLET;BUCCAL,5MG,1
"CAPSULE; ORAL",15MG,1
OINTMENT;TRANSDERMAL,2%,1
SUSPENSION;OPHTHALMIC,0.25%;10%,1
INJECTABLE;INJECTION,"EQ 16MG BASE/ML",1
OINTMENT;OPHTHALMIC,0.2%;10%,1
OINTMENT;OPHTHALMIC,0.25%;10%,1
TABLET;ORAL,"325MG;50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SOLUTION;INHALATION,0.031%,1
SOLUTION;INHALATION,0.14%,1
CAPSULE;ORAL,325MG;5MG,1
INJECTABLE;INJECTION,"EQ 0.02MG BASE/ML;2%",1
INJECTABLE;INJECTION,"EQ 0.01MG BASE/ML;2%",1
CAPSULE;ORAL,300MG;15MG,1
CAPSULE;ORAL,18.75MG,1
CREAM;VAGINAL,3.42%,1
CAPSULE;ORAL,"325MG;50MG;40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
SUSPENSION/DROPS;OPHTHALMIC,0.2%;10%,1
SOLUTION;ORAL,150MG/15ML,1
"Injectable; Injection",500MG/ML,1
"Injectable; Injection","EQ 40MG BASE/VIAL",1
"Injectable; Injection","EQ 125MG BASE/VIAL",1
"Injectable; Injection","EQ 4MG PHOSPHATE/ML",1
"Injectable; Injection","EQ 10MG PHOSPHATE/ML",1
"Injectable; Injection","EQ 20MG PHOSPHATE/ML",1
"Injectable; Injection","EQ 20MG BASE/VIAL",1
"Injectable; Injection","EQ 250MG BASE/VIAL",1
"Injectable; Injection","20,000 UNITS/VIAL",1
"Injectable; Injection",125MG/ML,1
TABLET;ORAL,650MG;60MG,1
"Injectable; Injection",10MG/VIAL,1
"Injectable; Injection","EQ 24MG PHOSPHATE/ML",1
"Injectable; Injection",0.2MG/ML,1
TABLET;ORAL,"500MG;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1
"Injectable; Injection",20%,1
"TABLET; ORAL","EQ 5MG BASE;320MG",1
"INJECTABLE;IV (INFUSION)","EQ 4MG BASE/VIAL",1
CREAM;TOPICAL,0.0375%,1
"TABLET; ORAL","EQ 10MG BASE;320MG",1
"TABLET; ORAL","EQ 600MG BASE; 300MG",1
"SYRUP; ORAL","10MG; 5ML",1
"SOLUTION; ORAL AND TABLET; DELAYED RELEASE","2MG; 5MG",1
"INJECTABLE; INJECTION","5% (5MG/ML)",1
"TABLET; ORAL","EQ 300MG BASE; 150MG; 300MG",1
INJECTABLE;INJECTION,1G,1
"TABLET; ORAL",5MG/20MG,1
"TABLET; ORAL",5MG/40MG,1
"TABLET; ORAL",10MG/20MG,1
"TABLET; ORAL",10MG/40MG,1
"TABLET, EXTENDED RELEASE; ORAL","EQ 65MG BASE",1
"TABLET, EXTENDED RELEASE; ORAL","EQ 115MG BASE",1
"TABLET, EXTENDED RELEASE; ORAL","EQ 55MG BASE",1
TABLET;ORAL-28,0.025MG;0.18MG;0.215MG;0.25MG,1
"TABLET; ORAL","0.18MG; 0.025MG",1
SOLUTION;ORAL,15MG/ML,1
"INJECTABLE; INJECTION",2G,1
"CAPSULE, DELAYED RELEASE; ORAL","EQ 20MG BASE",1
"CAPSULE, DELAYED RELEASE; ORAL","EQ 30MG BASE",1
"CAPSULE, DELAYED RELEASE; ORAL","EQ 60MG BASE",1
"TABLET; ORAL","150MG; 12.5MG",1
"TABLET; ORAL","300MG; 12.5MG",1
"CAPSULE, EXTENDED RELEASE; ORAL",15MG,1
"CAPSULE, EXTENDED RELEASE; ORAL",30MG,1
"SOLUTION; OPHTHALMIC","0.2% BASE",1
"FOR SOLUTION;ORAL",236GM;2.97GM;6.74GM;5.86GM;22.74GM,1
"SOLUTION; OPHTHALMIC",0.05%,1
TABLET;ORAL,300MG;50MG,1
"TABLET, EXTENDED RELEASE;ORAL",25.5MG,1
"TABLET; ORAL","80MG; 25MG",1
INJECTABLE;INJECTION,15%(150GM/1000ML),1
INJECTABLE;INJECTION,15%(300GM/2000ML),1
SOLUTION;INHALATION,20MCG/2ML,1
TABLET;ORAL,5/20MG;5/40MG,1
TABLET;ORAL,10/20MG;10/40MG,1
"INJECTABLE; INJECTION",4MMG,1
"SOLUTION; ORAL","80MG; 20MG",1
"TABLET; ORAL",0.75MG,1
"SOLUTION; OPHTHALMIC",0.004%,1
"INJECTABLE; IV (INFUSION)",200MG/40ML,1
"TABLET; ORAL",300MG/25MG,1
INJECTABLE;INJECTION,"EQ 500MG/100ML (EQ5MG/ML)",1
"INJECTABLE;IV (INFUSION)","1GM/100ML (10MG/ML)",1
"INJECTABLE; INJECTION",5MCG/ML,1
"INJECTABLE; INJECTION",10MCG/ML,1
"TABLET; ORAL","0.75MG; 0.035MG",1
"TABLET; ORAL","1MG; 0.035MG",1
"TABLET; ORAL","160MG; 12.5MG",1
