ApprovalYear,SponsorApplicant,TotalApprovals
2010,"ENDO PHARMS INC",1
2010,ERGOJECT,1
2010,ETHYPHARM,1
2010,"EXALENZ BIOSCIENCE",1
2010,"EXELA PHARMA SCS LLC",1
2010,FEINSTEIN,1
2010,FERRING,1
2010,"FERRING PHARMS INC",1
2010,"FOREST LABS INC",1
2010,"G AND W LABS",1
2010,"G AND W LABS INC",1
2010,"GENZYME CORP",1
2010,"GILEAD SCIENCES INC",1
2010,"GLENMARK PHARMS INC",1
2010,"HERITAGE LIFE",1
2010,"HERITAGE PHARMA",1
2010,"HISAMITSU PHARM CO",1
2010,"HISUN PHARM HANGZHOU",1
2010,"HOFFMAN-LA ROCHE",1
2010,"HOFFMANN-LA ROCHE",1
2010,"HORIZON PHARMA USA",1
2010,"HRA PHARMA",1
2010,IMMUNEX,1
2010,"IMPAX LABS INC",1
2010,"IMPAX PHARMS",1
2010,"INDIVIOR INC",1
2010,INJECTALIA,1
2010,"INTERMUNE PHARMS",1
2010,"JANSSEN PRODS",1
2010,"JANSSEN R AND D",1
2010,"JAZZ PHARMS III",1
2010,"JOHNSON AND JOHNSON",1
2010,"JUBILANT DRAXIMAGE",1
2010,"KOWA CO",1
2010,"LAB HRA PHARMA",1
2010,"LANTHEUS MEDCL",1
2010,"LOREAL USA",1
2010,"LOTUS PHARM CO LTD",1
2010,LYNE,1
2010,"MALLINCKRODT HOSP",1
2010,"MALLINCKRODT IP",1
2010,"MARKSANS PHARMA",1
2010,"MATRIX LABS LTD",1
2010,"MAYER LABS INC",1
2010,"MAYNE PHARMA INC",1
2010,"MERIDIAN MEDCL",1
2010,METHAPHARM,1
2010,"MICRO LABS LTD",1
2010,"MILLENNIUM PHARMS",1
2010,"MISSION PHARMA",1
2010,"MSD INTL",1
2010,"MUSTAFA NEVZAT ILAC",1
2010,"MYLAN IRELAND LTD",1
2010,"MYLAN SPECLT",1
2010,"MYLAN TECHNOLOGIES",1
2010,"NAVINTA LLC",1
2010,"NOVARTIS PHARMS",1
2010,"NOVAST LABS LTD",1
2010,"NOVEL LABS INC",1
2010,"NOVEN PHARMS INC",1
2010,"NOVO NORDISK",1
2010,"NUVO RES INC",1
2010,"NYCOMED US",1
2010,"OAK PHARMS INC",1
2010,"OMAN PHARM PRODUCTS",1
2010,"ORPHAN EUROPE",1
2010,"OSI PHARMS",1
2010,"OTSUKA PHARM CO LTD",1
2010,"PADDOCK LABS",1
2010,"PAR PHARM INC",1
2010,"PERNIX THERAPS LLC",1
2010,PERRIGO,1
2010,"PERRIGO ISRAEL",1
2010,"PERRIGO PHARMA INTL",1
2010,"PERRIGO UK FINCO",1
2010,"PHARM ASSOC",1
2010,PHARMAFORCE,1
2010,"PHARMAXIS LTD",1
2010,"PHOTOCURE ASA",1
2010,PIERREL,1
2010,"PLIVA HRVATSKA DOO",1
2010,"PRECISION DOSE",1
2010,"QOL MEDCL",1
2010,"QUESTCOR PHARMA",1
2010,"R-PHARM US LLC",1
2010,"RARE DIS THERAP",1
2010,RATIOPHARM,1
2010,REDDYS,1
2010,"REMPEX PHARMS INC",1
2010,"SANTOS BIOTECH",1
2010,"SEPTODONT INC",1
2010,"SERB SA",1
2010,"SHIRE DEVELOPMENT",1
2010,"SHIRE HUMAN GENETIC",1
2010,"SHIRE LLC",1
2010,"SIGMA TAU",1
2010,SILARX,1
2010,STIEFEL,1
2010,"STIEFEL LABS INC",1
2010,"SUN PHARM INDS INC",1
2010,SUNOVION,1
2010,"SWEDISH ORPHAN",1
2010,"SYMPLMED PHARMS LLC",1
2010,"TAKEDA GMBH",1
2010,"TEIKOKU PHARMA USA",1
2010,"THE MEDICINES CO",1
2010,THERATECHNOLOGIES,1
2010,TOLMAR,1
2010,"TORRENT PHARMS LLC",1
2010,"TORRENT PHARMS LTD",1
2010,"UNIQUE PHARM LABS",1
2010,"UNITED THERAP",1
2010,"US PHARM HOLDINGS",1
2010,"US WORLDMEDS",1
2010,VALEANT,1
2010,"VALEANT PHARMS",1
2010,"VALEANT PHARMS INC",1
2010,"VALIDUS PHARMS",1
2010,"VANDA PHARMS INC",1
2010,"VERSAPHARM INC",1
2010,VICURON,1
2010,VISTAPHARM,1
2010,"VIVIMED LABS",1
2010,"WATSON LABS INC",1
2010,"WOCKHARDT USA",1
2011,NOVARTIS,42
2011,PFIZER,35
2011,ABBVIE,28
2011,"SANOFI AVENTIS US",23
2011,"JANSSEN PHARMS",22
2011,SANDOZ,21
2011,"BOEHRINGER INGELHEIM",20
2011,MYLAN,19
2011,"MERCK SHARP DOHME",17
2011,"PHARMACIA AND UPJOHN",17
2011,MERCK,16
2011,"BRISTOL MYERS SQUIBB",15
2011,GLAXOSMITHKLINE,15
2011,LILLY,15
2011,"DR REDDYS LABS INC",14
2011,"DR REDDYS LABS LTD",14
2011,"MYLAN PHARMS INC",14
2011,"VIIV HLTHCARE",14
2011,"APOTEX INC",13
2011,"AUROBINDO PHARMA LTD",13
2011,"BAYER HLTHCARE",13
2011,HOSPIRA,13
2011,"UCB INC",13
2011,"LUPIN LTD",11
2011,"MYLAN LABS LTD",11
2011,ROXANE,11
2011,"WYETH PHARMS INC",11
2011,"ALLERGAN SALES LLC",10
2011,"AMNEAL PHARMS",10
2011,"BAXTER HLTHCARE",10
2011,"GLENMARK GENERICS",10
2011,"HOSPIRA INC",10
2011,"PF PRISM CV",10
2011,"SUN PHARMA GLOBAL",10
2011,"TAKEDA PHARMS USA",10
2011,"TEVA PHARMS",10
2011,"ASTRAZENECA PHARMS",9
2011,ROCHE,9
2011,"ALVOGEN MALTA",8
2011,ASTRAZENECA,8
2011,"NOVARTIS PHARMS CORP",8
2011,TARO,8
2011,ALLERGAN,7
2011,APOTEX,7
2011,ASTELLAS,7
2011,"FRESENIUS KABI USA",7
2011,"GD SEARLE LLC",7
2011,"GLAXOSMITHKLINE LLC",7
2011,"LANNETT HOLDINGS INC",7
2011,"PARKE DAVIS",7
2011,"SAGENT PHARMS",7
2011,"SUN PHARM INDS LTD",7
2011,"WATSON LABS",7
2011,"ZYDUS PHARMS USA INC",7
2011,"ABBVIE ENDOCRINE INC",6
2011,"ACCORD HLTHCARE",6
2011,"ALCON PHARMS LTD",6
2011,AMGEN,6
2011,"DAIICHI SANKYO",6
2011,"DEPOMED INC",6
2011,GILEAD,6
2011,LUITPOLD,6
2011,MALLINCKRODT,6
2011,"PERRIGO R AND D",6
2011,"PFIZER PHARMS",6
2011,"TORRENT PHARMS",6
2011,"VINTAGE PHARMS",6
2011,"ARBOR PHARMS LLC",5
2011,"FOREST LABS",5
2011,"HIKMA PHARMS",5
2011,"MARKSANS PHARMA",5
2011,"ORGANON USA INC",5
2011,"SUN PHARM INDS",5
2011,TEVA,5
2011,"US PHARM HOLDINGS",5
2011,"VINTAGE PHARMS LLC",5
2011,WOCKHARDT,5
2011,"ACTAVIS ELIZABETH",4
2011,"ACTAVIS LABS FL INC",4
2011,"ACTAVIS TOTOWA",4
2011,"ANCHEN PHARMS",4
2011,"APOTEX CORP",4
2011,"BRECKENRIDGE PHARM",4
2011,"EISAI INC",4
2011,"EUROHLTH INTL SARL",4
2011,"FOREST LABS INC",4
2011,"FOUGERA PHARMS",4
2011,GENENTECH,4
2011,GENZYME,4
2011,"GLAXO GRP LTD",4
2011,"HERITAGE PHARMS INC",4
2011,"HI TECH PHARMA",4
2011,"HIKMA FARMACEUTICA",4
2011,"HOFFMANN LA ROCHE",4
2011,"INVAGEN PHARMS",4
2011,"ISTITUTO BIO ITA SPA",4
2011,"JUBILANT GENERICS",4
2011,"LANTHEUS MEDCL",4
2011,"MAYNE PHARMA",4
2011,"MEDA PHARMS",4
2011,MEDICIS,4
2011,"MYLAN INSTITUTIONAL",4
2011,"NOVEL LABS INC",4
2011,OTSUKA,4
2011,"PADDOCK LLC",4
2011,"RECKITT BENCKISER",4
2011,"SALIX PHARMS",4
2011,"SANDOZ INC",4
2011,SCHERING,4
2011,"TOLMAR THERAP",4
2011,"US PHARMS HOLDINGS I",4
2011,"VALEANT PHARMS NORTH",4
2011,"WATSON LABS INC",4
2011,"ACTELION PHARMS LTD",3
2011,AGOURON,3
2011,"ALEMBIC PHARMS LTD",3
2011,"ANI PHARMS INC",3
2011,APIL,3
2011,"APOTEX TECHNOLOGIES",3
2011,"AQUA PHARMS",3
2011,"ASTRAZENECA AB",3
2011,"B BRAUN",3
2011,"BAUSCH AND LOMB",3
2011,CELGENE,3
2011,"CHIESI USA INC",3
2011,"CIPLA LTD",3
2011,"CONCORDIA PHARMS INC",3
2011,"COVIS PHARMA SARL",3
2011,"ELI LILLY AND CO",3
2011,"ENDO PHARM",3
2011,"FOREST LABS LLC",3
2011,"G AND W LABS INC",3
2011,"GALDERMA LABS LP",3
2011,"GLAXOSMITHKLINE CONS",3
2011,"IDENTI PHARMS INC",3
2011,"J AND J CONSUMER INC",3
2011,"JANSSEN PRODS",3
2011,"KREMERS URBAN PHARMS",3
2011,"LUNDBECK LLC",3
2011,"MYLAN SPECLT",3
2011,"NATCO PHARMA LTD",3
2011,"NOVAST LABS LTD",3
2011,"NOVO NORDISK INC",3
2011,"PAR PHARM",3
2011,"PAR PHARM INC",3
2011,"PRINSTON INC",3
2011,"SAGENT STRIDES",3
2011,"SANTARUS INC",3
2011,"SB PHARMCO",3
2011,"SEBELA IRELAND LTD",3
2011,SHIRE,3
2011,SILARX,3
2011,"SMITHKLINE BEECHAM",3
2011,"STRIDES PHARMA",3
2011,TOLMAR,3
2011,"ABBVIE INC",2
2011,"ACS DOBFAR",2
2011,"ACS DOBFAR SPA",2
2011,AKORN,2
2011,"AKRIMAX PHARMS",2
2011,"ANI PHARMS",2
2011,APOTHECON,2
2011,ATON,2
2011,"AUROBINDO PHARMA USA",2
2011,"BAYER HEALTHCARE LLC",2
2011,"BIOVITRUM AB",2
2011,CEPHALON,2
2011,"CUBIST PHARMS LLC",2
2011,"CYPRESS PHARM",2
2011,"DEXCEL PHARMA",2
2011,DRAXIMAGE,2
2011,"EDGEMONT PHARMS LLC",2
2011,"ENDO PHARMS",2
2011,FEINSTEIN,2
2011,FERRING,2
2011,"FRESENIUS KABI ONCOL",2
2011,"FRESENIUS MEDCL",2
2011,"GENZYME CORP",2
2011,"GILEAD SCIENCES INC",2
2011,"HQ SPCLT PHARMA",2
2011,"IMPAX LABS",2
2011,"IMPAX LABS INC",2
2011,"INDICUS PHARMA",2
2011,"INDIVIOR INC",2
2011,"JUBILANT DRAXIMAGE",2
2011,"KING PHARMS",2
2011,"MALLINCKRODT INC",2
2011,"MAYNE PHARMA INC",2
2011,"NOSTRUM LABS INC",2
2011,"PACIRA PHARMS INC",2
2011,PERRIGO,2
2011,"PERRIGO ISRAEL",2
2011,"PFIZER INC",2
2011,"PFIZER IRELAND",2
2011,"PURDUE PHARMA LP",2
2011,"RECORDATI RARE",2
2011,"RECRO GAINESVILLE",2
2011,"SAGENT AGILA",2
2011,"SEATTLE GENETICS",2
2011,"SEPTODONT INC",2
2011,"SHIRE LLC",2
2011,"SIGMAPHARM LABS LLC",2
2011,"SPECTRUM PHARMS",2
2011,"STIEFEL LABS INC",2
2011,"SUNOVION PHARMS INC",2
2011,"SYNTHON PHARMS",2
2011,"TEVA WOMENS",2
2011,"TORRENT PHARMS LLC",2
2011,"UNICHEM LABS LTD",2
2011,"UNITED THERAP",2
2011,"VALEANT INTL",2
2011,"VALEANT LUXEMBOURG",2
2011,"VALEANT PHARMS LLC",2
2011,"WEST-WARD PHARM CORP",2
2011,"WOCKHARDT USA",2
2011,"AAIPHARMA LLC",1
2011,"ABBOTT LABS",1
2011,"ABRAXIS BIOSCIENCE",1
2011,"ACI HEALTHCARE LTD",1
2011,ACORDA,1
2011,"ACS DOBFAR INFO SA",1
2011,"ACTAVIS LABS UT INC",1
2011,"ACTAVIS MID ATLANTIC",1
2011,"AJANTA PHARMA",1
2011,"AJANTA PHARMA LTD",1
2011,"ALARA PHARM",1
2011,"ALCON RES",1
2011,"ALEXION PHARM",1
2011,"ALKEM LABS LTD",1
2011,ALLOS,1
2011,ALVOGEN,1
2011,"AMAG PHARMA USA",1
2011,"AMAG PHARMS INC",1
2011,"AMEDRA PHARMS",1
2011,"AMHERST PHARMS LLC",1
2011,"AMPHASTAR PHARM",1
2011,AMPOLGEN,1
2011,ANBEX,1
2011,"ANGELINI PHARMA",1
2011,ANTIBIOTICE,1
2011,"APOPHARMA INC",1
2011,"APTALIS PHARMA US",1
2011,"ASPEN GLOBAL INC",1
2011,"ASTRAZENECA LP",1
2011,AUROBINDO,1
2011,"AUSTARPHARMA LLC",1
2011,"AUXILIUM PHARMS",1
2011,"AUXILIUM PHARMS LLC",1
2011,BAYER,1
2011,"BIODELIVERY SCI INTL",1
2011,"BIOGEN IDEC",1
2011,BIOMARIN,1
2011,BRACCO,1
2011,BRAINTREE,1
2011,"BRAINTREE LABS",1
2011,"CEDAR PHARMS",1
2011,"CENTOCOR INC",1
2011,"CENTOCOR ORTHO BIOTECH INC",1
2011,CEREXA,1
2011,"CHINA RESOURCES",1
2011,CHIRON,1
2011,"CIPHER PHARMS INC",1
2011,CIPLA,1
2011,"CITIUS PHARMS",1
2011,"CLINIGEN HLTHCARE",1
2011,"COASTAL PHARMS",1
2011,"CONCORDIA LABS INC",1
2011,"CORDEN PHARMA",1
2011,"CPPI CV",1
2011,"CSL BEHRING",1
2011,"CUMBERLAND PHARMS",1
2011,"CYPRESS BIOSCIENCE",1
2011,"DANCO LABS LLC",1
2011,"DAVA PHARMS INC",1
2011,"DYAX CORP.",1
2011,"EAGLE PHARMS",1
2011,"EGALET US INC",1
2011,"ELAN PHARMA INTL LTD",1
2011,"ELI LILLY CO",1
2011,"ELITE LABS",1
2011,"EMCURE PHARMS LTD",1
2011,"EMMAUS MEDCL",1
2011,"ENDO PHARMS INC",1
2011,"ENDO VENTURES LTD",1
2011,"EXELA PHARMA SCS LLC",1
2011,"FERRING PHARMS AS",1
2011,"G AND W LABS",1
2011,GASTROENTERO,1
2011,"GD SEARLE",1
2011,"GE HLTHCARE INC",1
2011,"GLENMARK PHARMS",1
2011,GRACEWAY,1
2011,"GRANULES INDIA",1
2011,"HARRIS PHARM",1
2011,"HERITAGE LIFE",1
2011,"HETERO LABS LTD III",1
2011,"HISAMITSU PHARM CO",1
2011,"HOFFMAN-LA ROCHE",1
2011,"HOFFMANN-LA ROCHE",1
2011,"HOPE PHARMS",1
2011,"HORIZON PHARMA",1
2011,"HORIZON PHARMA USA",1
2011,"HQ SPECIALITY PHARMA",1
2011,"HQ SPECLT PHARMA",1
2011,"HUMAN GENOME SCIENCES INC.",1
2011,IMCLONE,1
2011,IMMUNEX,1
2011,"INCYTE CORP",1
2011,"INST BIOCHEM",1
2011,"INSYS THERAP",1
2011,"IPCA LABS LTD",1
2011,"IPSEN INC",1
2011,"IPSEN PHARMA",1
2011,"JANSSEN BIOTECH",1
2011,"JANSSEN R AND D",1
2011,"JAZZ PHARMS",1
2011,"JAZZ PHARMS INC",1
2011,"JAZZ PHARMS INTL",1
2011,"JIANGSU HENGRUI MED",1
2011,"KING PFIZER",1
2011,"KING PHARMS R AND D",1
2011,"KOWA CO",1
2011,"KVK TECH",1
2011,"KYOWA KIRIN",1
2011,"L PERRIGO CO",1
2011,"LEHIGH VALLEY",1
2011,"LEO PHARMA AS",1
2011,"LG LIFE SCIENCES",1
2011,LUPIN,1
2011,"LUPIN PHARMS",1
2011,LYNE,1
2011,"MALLINKRODT NUCLEAR",1
2011,"MATRIX LABS LTD",1
2011,"MAYNE PHARMA INTL",1
2011,MEDIMMUNE,1
2011,"MERCK AND CO INC",1
2011,"MERZ PHARMS",1
2011,"MICRO LABS LTD",1
2011,"MIDATECH PHARMA US",1
2011,MIKART,1
2011,"MILLENNIUM PHARMS",1
2011,"MISSION PHARMACAL CO",1
2011,"MIST PHARMS LLC",1
2011,"MONARCH PHARMS",1
2011,"MSD INTL",1
2011,"MSD INTL GMBH",1
2011,"MUSTAFA NEVSAT",1
2011,"MUSTAFA NEVZAT ILAC",1
2011,"MYLAN IRELAND LTD",1
2011,"NEXGEN PHARMA",1
2011,"NIAGARA PHARMS",1
2011,"NIH NCI DCTD",1
2011,"NORTHSTAR HLTHCARE",1
2011,"NOVARTIS PHARMS",1
2011,"NOVO NORDISK",1
2011,"NUVO RES INC",1
2011,"OAK PHARMS INC",1
2011,"OMJ PHARMACEUTICALS",1
2011,ONY,1
2011,"ORCHID HLTHCARE",1
2011,"ORTHO MCNEIL JANSSEN",1
2011,"OTSUKA AMERICA PHARM",1
2011,"OTSUKA PHARM",1
2011,"PACK PHARMS LLC",1
2011,"PARAPRO LLC",1
2011,"PERNIX IRELAND LTD",1
2011,"PERNIX THERAP",1
2011,"PERNIX THERAPS LLC",1
2011,"PERRIGO PHARMA INTL",1
2011,PETNET,1
2011,PHARMALUCENCE,1
2011,PIERREL,1
2011,"PLIVA HRVATSKA DOO",1
2011,"PROMIUS PHARMA",1
2011,"PROSTRAKAN INC",1
2011,"PURDUE PHARM PRODS",1
2011,"PURDUE PHARMA",1
2011,"QOL MEDCL",1
2011,"R-PHARM US LLC",1
2011,"RANBAXY LABS LTD",1
2011,"REGENERON PHARMACEUTICALS",1
2011,"RHODES PHARMS",1
2011,"RP SCHERER",1
2011,"SANDOZ CANADA INC",1
2011,SANTARUS,1
2011,"SAOL THERAPS RES LTD",1
2011,"SENTYNL THERAPS INC",1
2011,"SERB SA",1
2011,"SHIRE DEVELOPMENT",1
2011,"SHIRE ORPHAN THERAP",1
2011,"SIGMA TAU",1
2011,"SOMERSET THERAPS LLC",1
2011,"STASON PHARMS",1
2011,STIEFEL,1
2011,"SUCAMPO PHARMA LLC",1
2011,"SUN PHARM INDS INC",1
2011,SUNOVION,1
2011,"SUNSHINE LAKE",1
2011,"SVADS HOLDINGS SA",1
2011,"SYMPLMED PHARMS LLC",1
2011,"TARO PHARMS NORTH",1
2011,THERATECHNOLOGIES,1
2011,"THERAVANCE BIOPHARMA",1
2011,"TORRENT PHARMS LTD",1
2011,"UPSHER SMITH",1
2011,"US WORLDMEDS LLC",1
2011,VALEANT,1
2011,"VALEANT BERMUDA",1
2011,"VANDA PHARMS INC",1
2011,VEROSCIENCE,1
2011,VERSAPHARM,1
2011,"VERSAPHARM INC",1
2011,"VERTEX PHARMS",1
2011,"VIRTUS PHARMS",1
2011,VISTAPHARM,1
2011,"VIVIMED LABS",1
2011,"WARNER CHILCOTT",1
2011,"WOCKHARDT LTD",1
2011,"X GEN PHARMS",1
2011,"ZAMBON SPA",1
2012,NOVARTIS,48
2012,"MYLAN PHARMS INC",35
2012,"JANSSEN PHARMS",31
2012,ABBVIE,25
2012,"APOTEX INC",25
2012,"AUROBINDO PHARMA LTD",25
2012,PFIZER,24
2012,"BOEHRINGER INGELHEIM",22
2012,"TEVA PHARMS",22
2012,"SANOFI AVENTIS US",20
2012,"BAYER HLTHCARE",17
2012,"DR REDDYS LABS LTD",17
2012,"MYLAN LABS LTD",17
2012,ROXANE,17
2012,"BAXTER HLTHCARE",16
2012,GLAXOSMITHKLINE,15
2012,MERCK,14
2012,"MERCK SHARP DOHME",14
2012,SANDOZ,14
2012,"PHARMACIA AND UPJOHN",13
2012,"VIIV HLTHCARE",13
2012,"WYETH PHARMS INC",13
2012,ALLERGAN,12
2012,"MACLEODS PHARMS LTD",12
2012,"SAGENT PHARMS",12
2012,"BRISTOL MYERS SQUIBB",11
2012,"EUROHLTH INTL SARL",11
2012,LILLY,11
2012,"SANDOZ INC",11
2012,"ASTRAZENECA PHARMS",10
2012,HOSPIRA,10
2012,"TAKEDA PHARMS USA",10
2012,TEVA,10
2012,"UCB INC",10
2012,"WOCKHARDT LTD",10
2012,GENENTECH,9
2012,"GLENMARK GENERICS",9
2012,"PF PRISM CV",9
2012,"SUN PHARM INDS",9
2012,GILEAD,8
2012,"LUPIN LTD",8
2012,"NOVO NORDISK INC",8
2012,"TEVA PHARMS USA",8
2012,"TORRENT PHARMS LTD",8
2012,"WATSON LABS INC",8
2012,"ACTAVIS ELIZABETH",7
2012,AMGEN,7
2012,"ARBOR PHARMS LLC",7
2012,"EISAI INC",7
2012,"HOSPIRA INC",7
2012,"J AND J CONSUMER INC",7
2012,"KING PHARMS",7
2012,"SUN PHARMA GLOBAL",7
2012,"TRIS PHARMA INC",7
2012,"ZYDUS PHARMS USA INC",7
2012,"ALLERGAN SALES LLC",6
2012,ASTELLAS,6
2012,ASTRAZENECA,6
2012,"B BRAUN",6
2012,CEPHALON,6
2012,"DAIICHI SANKYO",6
2012,"EMCURE PHARMS LTD",6
2012,"FOREST LABS",6
2012,"GALDERMA LABS LP",6
2012,"GLAXOSMITHKLINE LLC",6
2012,"MEDA PHARMS",6
2012,"ORCHID HLTHCARE",6
2012,TARO,6
2012,"ALVOGEN MALTA",5
2012,"APOTEX CORP",5
2012,"BAYER HEALTHCARE LLC",5
2012,BRACCO,5
2012,"MALLINCKRODT INC",5
2012,"NOVARTIS PHARMS CORP",5
2012,"NOVAST LABS LTD",5
2012,"NOVEL LABS INC",5
2012,"PAR PHARM",5
2012,"ABBVIE ENDOCRINE INC",4
2012,"ACCORD HLTHCARE",4
2012,AKORN,4
2012,"ALCON PHARMS LTD",4
2012,"AMNEAL PHARMS",4
2012,"ANCHEN PHARMS",4
2012,"ASTRAZENECA AB",4
2012,AUROBINDO,4
2012,"BAUSCH AND LOMB",4
2012,"DEPOMED INC",4
2012,"EMD SERONO",4
2012,"FRESENIUS KABI USA",4
2012,"GD SEARLE LLC",4
2012,"GILEAD SCIENCES INC",4
2012,"GLAND PHARMA LTD",4
2012,"HETERO LABS LTD III",4
2012,"INVAGEN PHARMS",4
2012,"MYLAN SPECLT",4
2012,"OAK PHARMS INC",4
2012,OTSUKA,4
2012,"PAR STERILE PRODUCTS",4
2012,"PERRIGO ISRAEL",4
2012,"ROCHE PALO",4
2012,SCHERING,4
2012,"STRIDES PHARMA",4
2012,"SUN PHARM INDS LTD",4
2012,"TEVA BRANDED PHARM",4
2012,"US PHARMS HOLDINGS I",4
2012,"VALEANT PHARMS NORTH",4
2012,VISTAPHARM,4
2012,"ACTAVIS LABS FL INC",3
2012,"ACTELION PHARMS LTD",3
2012,AGOURON,3
2012,"ALEMBIC PHARMS LTD",3
2012,APIL,3
2012,"APOTEX TECHNOLOGIES",3
2012,"AQUA PHARMS",3
2012,CELGENE,3
2012,"CIPLA LTD",3
2012,"ENDO PHARMS",3
2012,"FOREST LABS LLC",3
2012,GENZYME,3
2012,"GLAXO GRP LTD",3
2012,"GLAXOSMITHKLINE CONS",3
2012,"HIKMA FARMACEUTICA",3
2012,"HIKMA PHARMS",3
2012,"JANSSEN PRODS",3
2012,"JUBILANT GENERICS",3
2012,"LEADING PHARMA LLC",3
2012,"LEO PHARMA AS",3
2012,LUITPOLD,3
2012,"LUNDBECK LLC",3
2012,"MALLINKRODT NUCLEAR",3
2012,"MAYNE PHARMA",3
2012,MEDICIS,3
2012,"MERZ PHARMS",3
2012,"MICRO LABS LTD INDIA",3
2012,"MYLAN INSTITUTIONAL",3
2012,"ORGANON USA INC",3
2012,"PFIZER PHARMS",3
2012,"PURDUE PHARMA LP",3
2012,RANBAXY,3
2012,ROCHE,3
2012,"SANTARUS INC",3
2012,"SB PHARMCO",3
2012,"SIGMAPHARM LABS LLC",3
2012,"SUNOVION PHARMS INC",3
2012,"US PHARM HOLDINGS",3
2012,"VINTAGE PHARMS",3
2012,"VINTAGE PHARMS LLC",3
2012,"X GEN PHARMS",3
2012,XTTRIUM,3
2012,3M,2
2012,ACORDA,2
2012,"ACTAVIS TOTOWA",2
2012,ALCON,2
2012,"ALCON LABS INC",2
2012,"ALCON PHARMA",2
2012,"ALEMBIC LTD",2
2012,"ALVOGEN INC",2
2012,"ANI PHARMS INC",2
2012,"AUROLIFE PHARMA LLC",2
2012,"BARR LABS INC",2
2012,"BAUSCH AND LOMB INC",2
2012,"BECTON DICKINSON CO",2
2012,BIOKEY,2
2012,"CADISTA PHARMS",2
2012,"CENTOCOR ORTHO BIOTECH INC",2
2012,"CHIESI USA INC",2
2012,"CUBIST PHARMS LLC",2
2012,"DEXCEL PHARMA",2
2012,"ENDO PHARM",2
2012,"EPIC PHARMA LLC",2
2012,"FOREST LABS INC",2
2012,"FOUGERA PHARMS",2
2012,"FRESENIUS KABI",2
2012,"GE HEALTHCARE",2
2012,"HERITAGE PHARMS INC",2
2012,"HOFFMANN LA ROCHE",2
2012,"HOPE PHARMS",2
2012,"HOUSTON CYCLOTRON",2
2012,"HUMAN GENOME SCIENCES INC.",2
2012,"IMPAX LABS INC",2
2012,IPR,2
2012,"JAZZ PHARMS",2
2012,"JOHNSON AND JOHNSON",2
2012,"KREMERS URBAN PHARMS",2
2012,"LANNETT HOLDINGS INC",2
2012,LIEBEL-FLARSHEIM,2
2012,"LUPIN PHARMS",2
2012,"MALLINCKRODT LLC",2
2012,MEDICURE,2
2012,"MERCK AND CO INC",2
2012,"MOLNLYCKE HLTH",2
2012,MYLAN,2
2012,"MYLAN IRELAND LTD",2
2012,"MYLAN LABS",2
2012,"NATCO PHARMA LTD",2
2012,"NOVARTIS PHARMS",2
2012,"PADDOCK LLC",2
2012,"PARKE DAVIS",2
2012,"PERRIGO PHARMA INTL",2
2012,"PERRIGO R AND D",2
2012,"PFIZER INC",2
2012,"PRINSTON INC",2
2012,REDDYS,2
2012,"SALIX PHARMS",2
2012,"SEBELA IRELAND LTD",2
2012,"SHIONOGI INC",2
2012,"SMITHKLINE BEECHAM",2
2012,"STIEFEL LABS INC",2
2012,"SUCAMPO PHARMA LLC",2
2012,"SUN PHARM INDS INC",2
2012,SUNOVION,2
2012,"TAKEDA GMBH",2
2012,TOLMAR,2
2012,"VALEANT INTL",2
2012,"VALEANT LUXEMBOURG",2
2012,"VERTEX PHARMS",2
2012,VIVUS,2
2012,"WATSON LABS",2
2012,"ABBOTT LABS",1
2012,"ABBVIE ENDOCRINE",1
2012,"ABBVIE INC",1
2012,"ABRAXIS BIOSCIENCE",1
2012,"ACELLA PHARMS LLC",1
2012,"ACTAVIS LABS UT INC",1
2012,"ACTAVIS MID ATLANTIC",1
2012,AEGERION,1
2012,"AKORN INC",1
2012,"ALARA PHARM",1
2012,"ALCON RES LTD",1
2012,"ALEXION PHARM",1
2012,"ALEXZA PHARMS",1
2012,"ALKEM LABS LTD",1
2012,ALLOS,1
2012,"ALPHARMA PHARMS",1
2012,"AMARIN PHARMS",1
2012,"AMPHASTAR PHARM",1
2012,"ANGELINI PHARMA",1
2012,"ANI PHARMS",1
2012,APGDI,1
2012,"APOPHARMA INC",1
2012,APOTEX,1
2012,"AQUA PHARMS LLC",1
2012,"ARALEZ PHARMS INC",1
2012,"ARBOR PHARMS INC",1
2012,ARIAD,1
2012,"ASCEND THERAPS US",1
2012,"ASTRAZENECA LP",1
2012,"ATLAS PHARMS LLC",1
2012,"AUXILIUM PHARMS",1
2012,"AVANIR PHARMS",1
2012,"AVID RADIOPHARMS INC",1
2012,"BAXTER HLTHCARE CORP",1
2012,BAYER,1
2012,"BAYER HEALTHCARE PHARMS",1
2012,"BAYSHORE PHARMS LLC",1
2012,"BELCHER PHARMS",1
2012,"BIODELIVERY SCI INTL",1
2012,BIOGEN,1
2012,"BIOGEN IDEC",1
2012,"BIONPHARMA INC",1
2012,"BIOVITRUM AB",1
2012,"BRAINTREE LABS",1
2012,BRYAN,1
2012,"BTG INTERNATIONAL INC",1
2012,"CASPER PHARMA LLC",1
2012,"CENTOCOR INC",1
2012,CEREXA,1
2012,"CHEM WERTH INC",1
2012,CHIRON,1
2012,CIPLA,1
2012,"CITIUS PHARMS",1
2012,CLARIS,1
2012,"CLINIGEN HLTHCARE",1
2012,"CONCORDIA PHARMS INC",1
