TherapeuticClass,Drugname,TotalApprovals,ApprovalYear
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2006
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2006
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1995
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL PD-1 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1995
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL PD-1 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1995
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL PD-1 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1995
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL PD-1 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1992
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1994
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1995
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1996
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,1997
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2001
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2002
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2005
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2008
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2013
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2014
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2015
AT,"DIANEAL PD-2 W/ DEXTROSE 3.5% IN PLASTIC CONTAINER",1,2016
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1978
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1979
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1980
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1981
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1982
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1983
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1984
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1985
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1986
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1987
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1989
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1990
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1991
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,1993
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2000
AT,"DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER",1,2008
AT,"DICLOFENAC SODIUM",1,2016
AT,"DIMETHYL SULFOXIDE",1,2002
AT,"DORZOLAMIDE HYDROCHLORIDE",1,2013
AT,"DORZOLAMIDE HYDROCHLORIDE",1,2014
AT,"DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE",1,2013
AT,EFUDEX,1,1970
AT,EFUDEX,1,1974
AT,EFUDEX,1,1975
AT,EFUDEX,1,1977
AT,EFUDEX,1,1978
AT,EFUDEX,1,1979
AT,EFUDEX,1,1982
AT,EFUDEX,1,1983
AT,EFUDEX,1,1984
AT,EFUDEX,1,1985
AT,EFUDEX,1,1986
AT,EFUDEX,1,1987
AT,EFUDEX,1,1988
AT,EFUDEX,1,1993
AT,EFUDEX,1,1995
AT,EFUDEX,1,1997
AT,EFUDEX,1,1998
AT,EFUDEX,1,2000
AT,EFUDEX,1,2001
AT,EFUDEX,1,2002
AT,EFUDEX,1,2004
AT,EFUDEX,1,2005
AT,EFUDEX,1,2006
AT,EFUDEX,1,2013
AT,EFUDEX,1,2015
AT,ELESTAT,1,2003
AT,ELESTAT,1,2005
AT,ELESTAT,1,2011
AT,ELESTAT,1,2013
AT,ELESTAT,1,2016
AT,EMBELINE,1,1995
AT,EMBELINE,1,1999
AT,"ENDOSOL EXTRA",1,1991
AT,"ENDOSOL EXTRA",1,1992
AT,"ENDOSOL EXTRA",1,1996
AT,ERYGEL,1,1987
AT,ERYGEL,1,1993
AT,ERYGEL,1,1995
AT,ERYGEL,1,1997
AT,ERYGEL,1,1998
AT,ERYGEL,1,2000
AT,ERYGEL,1,2002
AT,ERYTHROMYCIN,1,1983
AT,ERYTHROMYCIN,1,1987
AT,ERYTHROMYCIN,1,1989
AT,ERYTHROMYCIN,1,1993
AT,ERYTHROMYCIN,1,1998
AT,ERYTHROMYCIN,1,1999
AT,ERYTHROMYCIN,1,2010
AT,EURAX,1,1955
AT,EURAX,1,1981
AT,EURAX,1,1982
AT,EURAX,1,1983
AT,EURAX,1,1984
AT,EURAX,1,1987
AT,EURAX,1,1989
AT,EURAX,1,2002
AT,EURAX,1,2003
AT,EURAX,1,2009
AT,EURAX,1,2014
AT,EVOCLIN,1,2004
AT,EVOCLIN,1,2006
AT,EVOCLIN,1,2010
AT,EVOCLIN,1,2012
AT,EVOCLIN,1,2015
AT,EXTINA,1,2007
AB,"PENICILLIN V POTASSIUM",1,1995
AB,"PENICILLIN V POTASSIUM",1,2008
AB,"PENICILLIN V POTASSIUM",1,2012
AB,"PENICILLIN V POTASSIUM",1,2013
AB,PENICILLIN-VK,1,1968
AB,PENICILLIN-VK,1,1988
AB,PENICILLIN-VK,1,1993
AB,PENICILLIN-VK,1,1994
AB,PENICILLIN-VK,1,1995
AB,PENICILLIN-VK,1,1996
AB,PENICILLIN-VK,1,2000
AB,PENICILLIN-VK,1,2001
AB,PENTOXIFYLLINE,1,1997
AB,PENTOXIFYLLINE,1,2002
AB,PENTOXIFYLLINE,1,2007
AB,PENTOXIL,1,1999
AB,PENTOXIL,1,2000
AB,PENTOXIL,1,2002
AB,PEPCID,1,1986
AB,PEPCID,1,2004
AB,PEPCID,1,2010
AB,PEPCID,1,2011
AB,PEPCID,1,2014
AB,PERMETHRIN,1,1998
AB,PERMETHRIN,1,1999
AB,PERMETHRIN,1,2000
AB,PERMETHRIN,1,2001
AB,PERMETHRIN,1,2002
AB,PERMETHRIN,1,2003
AB,PERPHENAZINE,1,1989
AB,PERPHENAZINE,1,2010
AB,PERPHENAZINE,1,2015
AB,PERSANTINE,1,1961
AB,PERSANTINE,1,1982
AB,PERSANTINE,1,1986
AB,PERSANTINE,1,1987
AB,PERSANTINE,1,1988
AB,PERSANTINE,1,1989
AB,PERSANTINE,1,1991
AB,PERSANTINE,1,1994
AB,PERSANTINE,1,1995
AB,PERSANTINE,1,1997
AB,PERSANTINE,1,2000
AB,PERSANTINE,1,2001
AB,PERSANTINE,1,2002
AB,PERSANTINE,1,2004
AB,PERSANTINE,1,2005
AB,PERSANTINE,1,2014
AB,PERSANTINE,1,2015
AB,"PHENELZINE SULFATE",1,2010
AB,"PHENOXYBENZAMINE HYDROCHLORIDE",1,2012
AB,PHENYTEK,1,1998
AB,PHENYTEK,1,1999
AB,PHENYTEK,1,2001
AB,PHENYTEK,1,2002
AB,PHENYTOIN,1,2001
AB,PHENYTOIN,1,2002
AB,PHENYTOIN,1,2004
AB,PHENYTOIN,1,2005
AB,PHENYTOIN,1,2012
AB,"PHENYTOIN SODIUM",1,2015
AB,PHILITH,1,2011
AB,PHOSLO,1,2001
AB,PHOSLO,1,2004
AB,PHOSLO,1,2011
AB,PHOSLO,1,2013
AB,PHOSLO,1,2014
AB,PHOSLO,1,2015
AB,PHOSLO,1,2016
AB,"PHOSLO GELCAPS",1,2001
AB,"PHOSLO GELCAPS",1,2004
AB,"PHOSLO GELCAPS",1,2011
AB,"PHOSLO GELCAPS",1,2013
AB,"PHOSLO GELCAPS",1,2014
AB,"PHOSLO GELCAPS",1,2015
AB,"PHOSLO GELCAPS",1,2016
AB,"PILOCARPINE HYDROCHLORIDE",1,2005
AB,"PILOCARPINE HYDROCHLORIDE",1,2006
AB,"PILOCARPINE HYDROCHLORIDE",1,2007
AB,PIMTREA,1,2013
AB,PINDOLOL,1,1992
AB,PINDOLOL,1,1993
AB,PINDOLOL,1,1994
AB,PINDOLOL,1,1995
AB,PINDOLOL,1,1996
AB,PINDOLOL,1,1997
AB,PINDOLOL,1,1998
AB,PINDOLOL,1,2001
AB,PINDOLOL,1,2002
AB,PINDOLOL,1,2016
AB,"PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE",1,2013
AB,"PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE",1,2011
AB,"PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE",1,2015
AB,"PIRMELLA 1/35",1,2013
AB,"PIRMELLA 7/7/7",1,2013
AB,PIROXICAM,1,1999
AB,PIROXICAM,1,2000
AB,PIROXICAM,1,2016
AB,PLAQUENIL,1,1955
AB,PLAQUENIL,1,1976
AB,PLAQUENIL,1,1980
AB,PLAQUENIL,1,1981
AB,PLAQUENIL,1,1982
AB,PLAQUENIL,1,1983
AB,PLAQUENIL,1,1984
AB,PLAQUENIL,1,1985
AB,PLAQUENIL,1,1986
AB,PLAQUENIL,1,1987
AB,PLAQUENIL,1,1988
AB,PLAQUENIL,1,1989
AB,PLAQUENIL,1,1990
AB,PLAQUENIL,1,1991
AB,PLAQUENIL,1,1994
AB,PLAQUENIL,1,1996
AB,PLAQUENIL,1,2000
AB,PLAQUENIL,1,2002
AB,PLAQUENIL,1,2007
AB,PLAVIX,1,1997
AB,PLAVIX,1,1998
AB,PLAVIX,1,1999
AB,PLAVIX,1,2000
AB,PLAVIX,1,2001
AB,PLAVIX,1,2002
AB,PLAVIX,1,2003
AB,PLAVIX,1,2004
